name,release_date,price,positive,negative,app_id,min_owners,max_owners,hltb_single
Pixel Game Maker Series Osyaberi! Horijyo! Holin Slash,2021-04-07,11.99,4,0,1535960,0,20000,
Jivitam,2021-05-01,2.99,3,2,1604160,0,20000,
Silhouette: Chapter One,2016-11-13,0.0,13,4,526310,0,20000,
The Lonely Gorilla,2018-11-16,1.99,16,11,675640,0,20000,
Table Soccer Club,2020-12-22,0.99,2,0,1402010,0,20000,
Super Saurio Fly: Jurassic Edition,2018-04-12,9.99,30,4,818060,0,20000,
Hoarding Simulator,2019-11-24,3.99,2,5,1190980,0,20000,
Gravitators,2021-11-12,19.99,28,0,1321890,0,20000,
Poggers,2019-03-13,2.99,70,3,1039200,0,20000,
The Adventures of Capitano Navarro,2017-08-04,9.99,15,35,671810,0,20000,
FIND ALL 2: Middle Ages,2022-03-03,1.99,98,0,1722520,0,20000,
A Sound Plan,2019-04-30,4.99,2,0,963470,0,20000,
Faraway Qualia,2021-05-17,24.99,9,0,1482800,0,20000,
Spheria's Familiar,2021-04-20,5.99,36,17,1500100,0,20000,
Moon Defence,2021-07-26,8.99,1,2,1495800,50000,100000,
飞跃跳台：冒险！！！ / 1000 Stages : Adventure!!!,2018-07-13,149.99,6,3,873180,0,20000,
Arcadium,2020-07-27,0.99,5,3,1336100,0,20000,
Meteor Blasters,2022-04-29,6.99,7,0,1968810,0,20000,
Rezrog,2017-05-31,9.99,143,177,548370,20000,50000,
"Once Bitten, Twice Dead!",2015-07-07,4.99,16,102,360590,20000,50000,
Qvadriga,2014-06-13,19.99,316,62,297760,50000,100000,8.0
"Warhammer 40,000: Armageddon",2014-11-26,39.99,678,161,312370,50000,100000,29.0
The Misfits,2018-08-20,0.0,183,161,614940,100000,200000,
Steampunk Graveyard,2018-10-26,1.99,2,3,956430,50000,100000,
Mecha Ace,2014-12-05,4.99,117,17,318330,0,20000,4.0
Lonely in the Winter,2018-02-15,2.99,46,3,790290,20000,50000,
Spectre,2016-10-03,4.99,12,30,314950,0,20000,
DIRTYBLOCK,2022-05-17,0.99,10,2,1932890,0,20000,
Kalidazkoph,2020-07-20,6.99,4,4,1308510,0,20000,
De Mambo,2017-10-17,12.99,9,0,717540,0,20000,3.0
Trusty Brothers,2020-04-04,4.99,40,0,1221400,0,20000,
Sarawak,2021-01-27,5.99,16,3,1249430,0,20000,
The Westport Independent,2016-01-21,0.0,142,65,352240,20000,50000,1.0
Agatha Knife,2017-04-27,11.99,370,21,618950,20000,50000,5.0
Police Response VR : Disturbance,2022-04-06,4.99,70,6,1231970,0,20000,
DIMENSION REIGN - ROGUELIKE DECKBUILDER,2020-03-18,17.99,155,38,1162480,0,20000,
Pirate treasure,2022-05-26,10.99,10,0,1998120,0,20000,
最后的大法师 光明之旅(Last Archmage Journey of Light),2020-07-16,6.99,32,4,1338830,20000,50000,
Grace,2020-02-21,0.0,11,0,1185340,0,20000,7.0
Back in 1995,2016-04-28,9.99,71,34,433380,20000,50000,1.0
Purry Furry Adventurry,2022-02-08,2.99,7,0,1654710,0,20000,
Orange Santa,2021-01-08,0.99,15,2,1495460,0,20000,
VR Boxing Workout,2016-07-10,4.99,2,8,494380,0,20000,
TRIP Steam Edition,2015-06-19,4.99,136,154,341540,0,20000,
Our Love Will Grow,2015-12-04,4.99,102,46,423770,20000,50000,20.0
Where Thoughts Go,2018-11-08,9.99,27,2,846080,0,20000,
Zombie Grinder,2015-10-16,8.99,208,93,263920,20000,50000,
CubeCube,2021-12-16,1.99,5,0,1677650,0,20000,
BOUNCED,2017-07-16,2.99,4,3,656360,0,20000,
Adventures of Megara: Antigone and the Living Toys,2020-12-10,11.99,2,1,1441480,0,20000,
Relic Keepers,2017-09-12,1.99,1,12,675660,0,20000,
Fishing Adventure,2019-11-01,4.99,983,159,1101140,50000,100000,
The Killing Cloud,2021-03-30,5.99,1,0,1518380,0,20000,
Righty Tighty XL,2018-05-14,0.99,115,4,843430,0,20000,
Spellsword Cards: Origins,2019-06-06,9.99,48,20,1070190,0,20000,
VR Flush,2018-06-20,0.0,653,33,866540,50000,100000,1.0
Advent,2015-05-15,0.0,16,12,371370,0,20000,
Millennium 4 - Beyond Sunset,2014-09-19,5.99,32,5,298840,20000,50000,12.0
Collective: the Community Created Card Game,2020-03-27,0.0,160,33,878940,0,20000,
TY the Tasmanian Tiger,2016-12-12,14.99,2221,40,411960,100000,200000,9.0
Puzzle Monarch: Forests,2018-09-13,4.99,4,13,935240,0,20000,
Blockara,2017-06-22,6.99,3,1,652090,0,20000,
TUTUTUTU - Tea party,2019-08-14,1.59,4,2,1073080,0,20000,
Monster Seek Ep.1,2021-04-13,1.99,2,2,1437020,20000,50000,
CloudCity VR,2017-07-13,11.99,2,13,662950,0,20000,
Tactera,2017-12-22,14.99,10,2,696040,0,20000,4.0
Redie,2016-12-01,0.0,159,36,536990,20000,50000,6.0
CHESS CROWN,2021-11-30,1.99,2,2,1815260,0,20000,
Super Clown Adventures,2021-02-12,0.49,44,12,1537820,20000,50000,
Strike Solitaire,2019-04-29,4.99,5,2,1034410,0,20000,
FlyWarzz,2018-09-02,5.99,6,0,866080,0,20000,
Streamer Dancefloor,2021-04-22,12.99,6,0,1567720,0,20000,
Sliptime Sleuth,2020-06-21,6.99,12,0,1254180,0,20000,
Among Ripples,2015-01-22,0.0,971,453,341720,200000,500000,
Operation Sniff,2020-06-13,0.67,56,13,1086840,0,20000,
Gunman Taco Truck,2017-01-28,2.99,165,40,586310,20000,50000,7.0
DuckTales: Remastered,2013-08-13,14.99,5271,761,237630,200000,500000,3.0
Intelligence: Underwater Kingdom,2018-10-24,1.99,3,1,957930,0,20000,
Giant Celebration,2018-12-07,12.99,6,0,982120,0,20000,
Ninja?,2019-01-23,0.0,8,9,1009910,0,20000,
Flip Polygon,2019-08-20,1.99,2,0,1127560,0,20000,
A Foretold Affair,2017-03-10,12.99,19,4,586670,0,20000,4.0
История бомжа,2020-08-23,0.99,40,20,1388430,0,20000,
Urban Legends : The Dry Body,2019-08-21,0.99,3,11,982240,0,20000,
Animal Gods,2015-10-12,9.99,18,28,370220,0,20000,2.0
The Seven,2019-09-11,0.99,0,1,1145670,0,20000,1.0
My Pet Rock,2017-01-23,2.99,24,8,557830,0,20000,
General Horse and the Package of Doom,2020-06-23,9.99,43,2,813480,0,20000,4.0
TWO MONTHS,2021-01-20,7.99,33,1,1513450,0,20000,
The Spatials: Galactology,2018-04-18,12.99,173,67,450700,50000,100000,
Destroyer of Worlds,2021-03-16,2.99,10,3,1562980,0,20000,
Earthshakers,2019-04-22,0.0,17,12,1057420,20000,50000,
Anime Feet,2020-09-03,1.99,124,24,1379110,20000,50000,
Arzt Simulator,2019-12-02,14.99,3,5,1191270,0,20000,
Day of vaccination,2020-11-30,10.99,13,0,1117600,0,20000,
Playing Both Sides,2019-09-24,0.99,3,1,1142090,0,20000,
Smartphone Tycoon - Lite,2020-04-14,3.99,26,22,1267830,0,20000,
Delicious - Emily's Message in a Bottle,2016-12-10,12.99,109,5,540780,0,20000,
Stop the War,2020-12-25,0.99,2,16,1494990,0,20000,
StudioS Fighters: Climax Champions,2022-06-17,9.99,10,0,1924820,0,20000,
They Came From Below,2021-12-10,24.99,9,8,1828750,0,20000,
Viki Spotter: Space Mission,2018-05-11,3.99,111,4,848280,20000,50000,
CRYENGINE - Wwise Project DLC,2014-10-07,0.0,1,0,325670,0,20000,
Emberlight,2019-08-13,0.0,42,9,1048880,0,20000,
Lootbox RPG,2022-02-27,5.99,3,0,1901730,0,20000,
SwapQuest,2017-08-22,9.99,4,5,679690,0,20000,3.0
Chicken Invaders 2,2016-03-04,3.99,329,11,449550,20000,50000,1.0
Nightclub Emporium,2015-08-07,0.99,1,9,389690,20000,50000,
World Circuit Boxing,2018-01-05,3.99,1,3,724480,0,20000,
Birb Race,2022-06-29,2.99,8,0,1679840,0,20000,
Guardians of the Ashes,2020-05-30,2.99,288,88,1195020,20000,50000,
Street Posse Showdown,2016-11-21,19.99,0,3,438770,0,20000,
Rumia in the darkness,2019-07-31,0.99,29,6,1060240,0,20000,
Flat Earths!,2020-02-27,0.0,4,1,1121860,0,20000,
Run The Gamut,2016-06-17,3.99,1,3,489730,0,20000,
Citadels,2013-07-25,14.99,67,392,238870,50000,100000,
Hide & Spook: The Haunted Alchemist,2016-10-28,0.0,34,3,466900,0,20000,
ALONE,2021-05-31,0.79,92,12,1544540,50000,100000,
Gotcha Racing 2nd,2018-07-18,9.99,7,11,848960,0,20000,9.0
PROJECT MAZE,2018-05-28,4.99,14,5,659220,0,20000,
Claire de Lune,2021-07-12,39.99,25,11,717110,0,20000,8.0
Cathedral,2019-10-31,14.99,229,61,1056180,20000,50000,18.0
Drop Alive,2016-12-06,0.0,1279,154,513450,200000,500000,1.0
Mercury Race,2018-11-30,7.99,14,2,817530,0,20000,
IIslands of War,2020-03-12,9.99,96,13,1162470,0,20000,
Code/The Werewolf Party,2019-07-29,0.0,15,19,1108240,0,20000,11.0
Qorena,2022-07-05,9.99,6,0,1049640,0,20000,
Minesweeper Classy,2020-12-17,2.99,69,3,1451720,0,20000,
CRYEP,2018-09-14,12.99,23,4,798240,0,20000,
The Final Earth 2,2022-07-15,9.99,39,1,1180130,0,20000,
Great eSports Manager,2017-08-16,9.99,100,19,671170,0,20000,3.0
Endless Savagery,2020-04-08,2.99,1,0,1273530,0,20000,
Everybody Wham Wham,2021-01-29,7.99,97,2,1510630,0,20000,2.0
Goodbye Deponia,2013-10-17,1.99,1370,169,371040,0,20000,
Winner Winner Chicken Dinner!,2018-01-22,1.99,16,26,781100,0,20000,
Cursed Mansion,2021-04-05,0.0,27,3,967120,0,20000,
Starbucket,2018-03-20,7.99,2,2,810050,0,20000,
Pixel Shopkeeper,2017-07-20,6.99,123,33,603940,0,20000,8.0
Time Tenshi 2,2016-06-14,9.99,38,7,490160,0,20000,
Operation STEEL,2022-01-26,14.99,36,2,1489300,0,20000,
Fat Fritz 2.0 SE,2021-07-19,79.99,1,1,1587750,0,20000,
Weather Lord: Following the Princess Collector's Edition,2016-04-20,9.99,32,7,456690,0,20000,4.0
Castlevania: Lords of Shadow 2,2014-02-25,39.99,3609,674,239250,200000,500000,15.0
守护者盟约,2022-01-20,4.99,4,10,1850150,0,20000,
Reynard,2019-02-22,8.99,26,5,970140,0,20000,
Planet Alcatraz 2,2015-08-12,4.99,205,15,389250,0,20000,22.0
Fake World VR,2017-08-25,0.0,7,0,693330,0,20000,
A Night Before the Deadline,2021-06-01,3.99,12,3,1578540,0,20000,1.0
Tiny Bird Garden Deluxe,2018-12-18,9.99,121,8,945440,0,20000,
Monkey Split,2021-03-05,0.0,70,18,1480930,0,20000,
ArchiTac,2020-06-25,0.0,136,72,1203160,20000,50000,
pepeizq's Cities,2020-06-02,5.99,0,1,1039060,0,20000,
Christmas Griddlers,2021-03-15,4.99,1,0,1545360,0,20000,
Night Cascades,2022-03-01,9.99,40,1,1743080,20000,50000,
The Hostage,2020-05-16,0.99,2,2,1306020,0,20000,
Karma City Police,2021-12-16,11.99,70,3,1270850,0,20000,
Inkslinger,2021-04-08,4.99,21,2,1510410,0,20000,1.0
Special Tactics,2016-04-26,0.0,72,18,432870,0,20000,
Blockhead 2D,2022-07-06,1.99,1,0,2062800,0,20000,
HYBRIS - Pulse of Ruin,2018-06-14,4.99,30,1,778800,0,20000,
Oplitak,2022-02-03,18.99,1,0,1556740,0,20000,
Dawn Break -Origin-,2019-05-15,2.99,46,21,1018610,0,20000,
Ikao The Lost Souls,2019-02-06,1.99,23,3,1017130,0,20000,
Unstoppable Hamster,2018-01-24,1.99,88,45,782300,20000,50000,
Hoverbike Escape,2022-05-06,1.99,3,0,1712590,0,20000,
Aztec Number,2018-06-10,2.99,2,0,864370,0,20000,
Blade of Darkness,2021-10-07,8.99,1283,65,1710170,50000,100000,
Call Me Skyfish,2017-08-15,0.0,5,7,690220,0,20000,
World Titans War,2022-03-17,22.99,29,20,1691480,0,20000,
Ayumi: Enhanced Edition,2016-07-07,4.99,11,0,497790,0,20000,
The Mine,2018-08-08,0.0,91,33,898980,0,20000,1.0
Lost In Maze,2017-12-26,0.99,7,1,763010,0,20000,
"Astronomy Lab on PC: Relativity, Lunar Landing, Space Flight, and Interstellar Travelling",2020-09-12,9.99,3,1,1405980,20000,50000,
Diesel Guns,2016-09-22,7.99,209,83,355400,0,20000,
Volcanon,2022-03-30,4.99,4,0,1697060,0,20000,
[it's possible],2020-01-06,0.0,1,1,1109380,0,20000,
What The Box?,2016-09-12,4.99,591,154,527340,50000,100000,
Ilum,2022-06-24,29.99,1,0,1784160,100000,200000,
AWAY: The Survival Series,2021-09-28,19.99,101,81,750200,0,20000,5.0
Order Of The Gatekeepers,2020-02-06,19.99,35,2,744650,0,20000,
Find & Destroy: Tank Strategy,2018-06-12,0.0,72,45,838510,20000,50000,
Rex Rocket,2014-08-05,0.99,178,57,288020,20000,50000,4.0
Black Moon Chronicles,2016-08-25,0.59,23,2,501500,20000,50000,
The Writer: A Change Of Identity,2016-10-14,2.99,7,4,533770,0,20000,
Spider Lander,2018-11-15,0.99,3,0,959730,20000,50000,
Alice Mystery Garden,2017-12-20,4.99,189,9,751300,0,20000,1.0
Darkest Dungeon®,2016-01-19,24.99,103354,9996,262060,2000000,5000000,55.0
Fox Hime,2017-11-02,1.99,3201,518,720280,100000,200000,2.0
DEBUG,2022-02-13,5.99,4,7,1864050,0,20000,
Ink Cipher,2018-07-02,0.99,13,1,870670,0,20000,
Buoyancy,2019-08-30,12.99,462,143,1012610,20000,50000,
Type,2018-04-04,0.99,1,3,825450,20000,50000,2.0
祛魅·教化（祛魅1）,2018-05-08,1.1,56,17,850820,20000,50000,1.0
evolution for beginners,2020-04-27,3.49,1,1,1276350,0,20000,
Chunker,2020-07-24,12.99,24,10,1231670,0,20000,
Storm Riders,2017-04-25,0.0,60,308,604190,50000,100000,
NA.NO,2021-01-20,4.99,2,0,1479760,0,20000,
Alicia Quatermain 3: The Mystery of the Flaming Gold,2018-12-19,2.99,30,7,818030,0,20000,
Nijikoi no Houkakou,2020-07-15,18.99,19,5,1212610,0,20000,
Wild West Saga: Idle Tycoon Clicker,2018-12-18,0.0,478,225,842150,100000,200000,12.0
Dice Keeper,2019-04-26,4.99,1,1,1047020,0,20000,
Nya Nya Nya Girls 2 (ʻʻʻ)_(=^･ω･^=)_(ʻʻʻ),2019-01-12,0.51,5,2,1003320,0,20000,
Four-color Fantasy,2019-03-14,1.99,1,7,1016610,0,20000,
Sentenced,2019-04-26,1.99,1,0,1055940,0,20000,
Game of Stones,2018-03-28,8.99,1,0,811160,0,20000,
FALCO AXE,2021-03-23,0.99,18,3,1561870,20000,50000,
CGENcore,2019-02-16,0.0,50,43,981290,50000,100000,
Lantern of Worlds - The First Quest,2018-10-17,3.99,2,0,952910,0,20000,
A Roll-Back Story,2018-08-30,4.99,10,6,886390,0,20000,
Chronicles of Mystery - The Tree of Life,2018-07-13,4.99,31,16,837090,0,20000,7.0
Twinstack,2017-12-20,1.99,6,1,753560,0,20000,
BombTag,2018-02-12,0.0,1209,231,791930,200000,500000,
Wall of insanity,2021-08-19,6.99,25,13,1713720,0,20000,
Plan B from Outer Space: A Bavarian Odyssey,2021-10-28,3.74,17,0,1683620,50000,100000,
Age of Valakas: Vietnam,2022-05-13,1.99,18,3,1823570,0,20000,
BlackSimulator,2018-08-31,2.99,14,0,811110,0,20000,
Forsaken Universe,2021-01-25,9.99,3,4,1508340,0,20000,
Stay! Stay! Democratic People's Republic of Korea!,2017-05-11,9.99,523,35,512060,100000,200000,3.0
PePiBo: Peregrino Pinata Bowling,2021-01-06,7.99,3,0,1503270,0,20000,
Valera The Drunken Lobster,2022-05-10,0.99,1,0,1960100,0,20000,
Desktop+,2021-01-01,0.0,299,31,1494460,50000,100000,
DARK SOULS™: REMASTERED,2018-05-23,39.99,60505,7460,570940,1000000,2000000,27.0
Glitchangels,2020-12-10,14.99,11,2,1170300,0,20000,
Land of Puzzles: Knights,2018-08-26,4.99,12,15,922130,0,20000,
Huckleberry Falls,2018-09-20,2.99,4,2,576290,0,20000,
ppL,2021-06-21,5.99,73,10,1586840,0,20000,
Cursor - by Mr iLyn.,2019-02-22,1.99,2,0,1025010,0,20000,
Sqroma,2022-02-28,4.99,40,0,1730000,0,20000,
KUUKIYOMI 3: Consider It More and More!! - Father to Son,2021-06-22,4.99,44,8,1647250,0,20000,
GIPHY World VR,2018-08-30,0.0,12,4,874760,0,20000,
Forklift Simulator 2019,2020-11-06,19.99,48,24,939450,0,20000,
HIKIBYOU2,2017-01-30,1.99,16,1,586450,0,20000,
Fighters Unleashed,2016-12-27,3.99,34,39,566560,0,20000,
Election 2020: Battle for the Throne,2020-11-02,1.99,5,0,1361530,0,20000,
SMFly: Ice Age,2021-02-18,5.99,13,3,1447080,0,20000,
Raceland,2018-01-05,0.99,68,145,773240,50000,100000,
Watch Over Christmas,2021-12-21,12.99,28,1,825060,0,20000,
The Last Town: Excape,2021-04-30,0.99,42,13,1527260,0,20000,
TWELVE CONTAINERS,2020-06-30,12.99,15,5,1288600,0,20000,
Witches' Legacy: Hunter and the Hunted Collector's Edition,2018-03-28,9.99,4,1,815570,0,20000,
WatchFamily,2018-11-20,0.99,4,2,972230,0,20000,
Shatter EVERYTHING (VR),2018-05-14,5.99,10,1,791140,0,20000,
TROID BLASTER,2017-02-24,0.99,3,2,600690,0,20000,
BrainBread 2,2022-03-09,0.0,3255,1269,346330,1000000,2000000,
Puzzle Pirates: Dark Seas,2018-07-06,0.0,364,126,552110,100000,200000,
Late photographer 3,2022-03-03,4.99,16,7,1912970,0,20000,
Kainga: Seeds of Civilization,2021-11-11,19.99,254,53,1269710,0,20000,
Hospitality VR,2020-08-17,2.99,79,29,1164750,0,20000,
Casus Belli: Battle Of Annihilation,2017-08-02,3.99,9,2,667000,0,20000,
Apartment 3301,2018-09-21,9.99,2,2,860320,0,20000,
H Chan: Girl,2019-05-27,0.79,23,12,1081090,0,20000,
Townsmen - A Kingdom Rebuilt,2019-02-26,19.99,540,285,938380,100000,200000,23.0
Killer 19,2021-05-09,2.99,0,1,1568060,20000,50000,
ライフワン- lifeOne,2019-02-27,4.99,1,1,987370,0,20000,
Cry Baby,2021-11-12,49.99,1,2,1771000,0,20000,
Hegemony III: Clash of the Ancients,2015-08-25,29.99,374,91,308173,20000,50000,
Heliophobia,2018-10-18,9.99,20,5,899590,0,20000,
HYPERCHARGE: Unboxed,2020-04-27,19.99,2458,246,523660,500000,1000000,4.0
经天纪,2020-08-23,6.99,9,8,1362260,20000,50000,
Contraptions,2019-10-08,9.99,1,1,1117710,0,20000,1.0
Jelly in the sky,2017-12-11,5.99,68,61,593530,20000,50000,
Blackwake,2020-02-19,4.99,19561,4208,420290,200000,500000,
Hexagroove: Tactical DJ,2020-10-27,24.99,5,0,1396140,0,20000,
Blox 3D World,2021-11-18,4.99,13,1,1763600,0,20000,
アニメ Parkour War,2022-03-07,4.99,1,0,1799660,0,20000,
Ethanol in dungeon,2019-06-22,2.99,13,2,1070230,0,20000,
Survive in Angaria,2018-03-22,2.99,32,10,803260,0,20000,
Harvest Green,2020-12-30,6.99,14,1,1455430,0,20000,
Toilet Paper Crisis Simulator 2020,2020-05-17,0.99,3,2,1277090,0,20000,
Puzzle Car,2021-02-27,0.99,48,0,1547340,0,20000,
BridgeFix 2=3-1,2021-07-15,2.99,14,0,1679200,0,20000,
Telepath Tactics Liberated,2022-03-14,24.99,62,4,1849820,0,20000,
International Space Banana,2021-03-31,4.99,66,2,1331670,0,20000,
Lander 8009 VR,2017-06-16,14.99,9,3,639280,0,20000,
Poly Race,2020-11-30,9.99,3,1,1350580,0,20000,
Demigods,2015-10-15,3.99,16,11,409130,0,20000,10.0
Gachi Heroes,2018-10-26,0.99,1691,96,944220,50000,100000,
Endless Fables: The Minotaur's Curse,2016-12-15,9.99,218,22,504000,50000,100000,2.0
Highway to the Moon,2016-08-26,0.99,13,8,488330,0,20000,
Comet Crasher,2019-02-13,0.0,64,7,862160,0,20000,
The Coma: Recut,2017-09-22,5.99,1238,224,600090,50000,100000,5.0
Aeroplane Blaster,2021-11-09,10.99,10,3,1772710,50000,100000,
Car Mechanic Simulator VR,2021-06-08,19.99,140,78,1088770,0,20000,25.0
Flow Weaver,2021-05-03,19.99,3,0,1024850,0,20000,
Molemen Must Die!,2017-03-21,1.99,51,2,602120,0,20000,
Piñata Attack,2020-02-03,0.99,4,0,1199740,0,20000,
Redemption: Saints And Sinners,2016-11-18,0.99,126,125,364910,50000,100000,4.0
Choco Pixel,2019-12-11,1.03,20,4,1202160,0,20000,
The Forgotten Land,2020-06-16,14.99,33,12,1099460,0,20000,
Campfire Tales,2021-10-28,3.99,2,1,1738140,0,20000,
V Rising,2022-05-17,19.99,38828,5034,1604030,2000000,5000000,
Bottle Flip Challenge VR,2017-04-09,6.99,3,2,620140,0,20000,
Brave Alchemist Colette,2020-04-27,24.99,722,68,1135830,20000,50000,12.0
Impire,2013-02-14,4.99,188,233,202130,100000,200000,21.0
Krum - Battle Arena,2020-06-30,0.0,15,9,1324560,0,20000,
Call of Otechestvo Donbass,2019-05-03,0.99,15,6,1067520,0,20000,
Drug Business,2022-01-07,9.99,14,15,1794390,0,20000,
Interfectorem,2016-11-04,4.99,17,9,547840,0,20000,1.0
Memory Card Monsters,2020-09-15,0.99,0,1,1409930,0,20000,
Brocat: the B Game,2018-11-09,1.99,5,1,559360,0,20000,
Dark Parables: The Exiled Prince Collector's Edition,2016-08-09,9.99,44,6,499100,20000,50000,3.0
The Tower Of TigerQiuQiu,2020-09-01,0.0,5,4,1103410,0,20000,
Dracula 2: The Last Sanctuary,2014-04-17,0.54,63,154,289820,20000,50000,4.0
East Tower - Kurenai (East Tower Series Vol. 4),2015-07-30,7.49,24,8,356560,0,20000,2.0
Kick Ass Commandos,2016-11-17,4.99,390,24,359140,20000,50000,6.0
Last Threshold,2022-03-24,4.99,10,0,1840770,0,20000,
Dungeon Crawlers HD,2015-06-01,4.99,38,41,355100,0,20000,
AngeliaLost,2018-06-13,7.99,1,0,805330,0,20000,
Ultratron,2013-03-18,12.99,581,68,219190,100000,200000,2.0
Steam Prison,2019-02-14,34.99,250,30,977460,20000,50000,11.0
Inbound UFO,2019-08-28,10.99,4,2,1093950,0,20000,
Luna : The Dimension Watcher,2020-06-04,0.0,25,14,1218360,20000,50000,1.0
Aerofly FS 4 Flight Simulator,2022-07-04,59.99,49,13,1995890,0,20000,
Sweet Home Puzzle,2021-06-04,8.99,3,0,1595340,0,20000,
Medieval Story,2017-08-04,12.99,3,2,543740,0,20000,
Monstrum,2015-05-20,17.99,2512,236,296710,200000,500000,5.0
Stay in the Light,2021-02-23,0.0,23,17,1296010,20000,50000,
ZYTERNION,2018-04-06,1.99,4,1,820690,0,20000,
AstroNOTs,2022-02-07,0.99,1,0,1884650,0,20000,
Super Goo Goo,2015-04-16,2.99,9,6,363900,0,20000,
RockShot,2018-06-04,0.0,174,202,653120,100000,200000,
Paint It Black,2018-03-20,2.99,23,7,810630,0,20000,
[TDA00] Muv-Luv Unlimited: THE DAY AFTER - Episode 00 REMASTERED,2021-02-04,14.99,53,18,1407100,0,20000,
Entomophobia,2022-04-16,2.99,2,0,1932700,0,20000,
Cute Girls 可爱的女孩,2018-10-21,3.99,12,12,958300,0,20000,1.0
Giant Life,2019-06-07,9.99,13,2,1081250,0,20000,
Jack Axe,2021-10-06,14.99,61,20,985780,0,20000,3.0
July the Lost Child,2018-10-01,2.99,9,0,932270,0,20000,
Chaos Galaxy,2020-06-16,7.49,200,34,1184840,20000,50000,
Cultist Simulator,2018-05-31,19.99,6748,1863,718670,500000,1000000,19.0
Cube Creatures,2017-07-28,1.99,4,0,672080,0,20000,
Parked In The Dark,2020-09-01,0.0,13,13,1185370,50000,100000,
Envoy of Nezphere,2018-07-17,0.0,12,16,876110,20000,50000,
Endless waves survival,2022-06-14,0.49,76,15,1989560,0,20000,
Balls!🤬🍆,2019-11-27,1.99,20,2,1156670,0,20000,
Mega Zombie Explosion,2021-12-07,9.99,2,5,1828880,0,20000,
A Land Fit For Heroes,2016-05-03,0.0,15,12,456210,0,20000,
Skeleton Wave,2021-05-04,0.99,7,2,1610140,0,20000,
Jumping Joe! - Friends Edition,2020-05-08,2.99,19,2,1273590,20000,50000,
Fantasy Dungeon,2021-04-13,2.99,7,12,1587720,0,20000,
Forgotten Soundscape,2020-11-16,9.99,4,1,1457130,0,20000,
Streetball VR,2017-06-01,0.99,16,15,644760,0,20000,
The Moon Relax,2020-09-01,6.99,1,9,1360360,0,20000,
SpeedingRoad,2022-01-20,19.99,10,3,1562540,0,20000,
Tomb of Tyrants,2015-06-25,7.99,250,51,340360,20000,50000,6.0
GRIM - Mystery of Wasules,2017-10-24,9.99,1,3,714530,0,20000,
Game Localization,2020-12-07,9.99,3,14,1438940,0,20000,
Onager!,2017-09-22,0.99,3,2,705440,0,20000,
Bartender Hustle,2022-05-27,19.99,51,12,1153210,0,20000,
Death Penalty: Beginning,2017-01-23,0.0,31,139,570380,0,20000,
BIGFOOT,2017-01-31,19.99,10427,2570,509980,500000,1000000,4.0
Mushroom Hunter,2021-11-30,12.99,15,0,1806640,0,20000,
Magic of Autumn,2020-02-17,2.0,30,0,1184450,0,20000,
Lifing,2021-10-22,5.99,3,2,1684870,0,20000,
Beam Car Crash Derby,2021-03-17,1.99,6,4,1555880,0,20000,
Criminal Pursuit Force,2018-10-07,4.99,5,10,942480,0,20000,
Shadow Empire,2020-12-03,39.99,737,118,1154840,20000,50000,
Halley's Dream,2022-07-14,9.99,4,0,1425830,0,20000,
Alien Cat 6,2020-08-14,2.99,3,2,1370180,0,20000,
Zombie Deathrace Feeding Frenzy,2019-06-28,0.99,1,2,951780,0,20000,
S.U.B.,2018-02-04,1.99,2,2,765140,0,20000,
Ninja Roquinexu,2019-05-30,0.51,7,3,1081190,0,20000,
Movie Tycoon Simulator 2020,2020-11-26,9.99,9,1,1470220,0,20000,
3dSen PC,2020-06-19,9.99,332,27,1147940,20000,50000,
2D Neon Cube,2017-09-08,3.99,115,63,701720,0,20000,1.0
FRACT OSC,2014-04-22,14.99,482,82,243220,50000,100000,5.0
Puzzle 101: Edge of Galaxy 宇宙边际,2019-03-14,5.99,7,2,1025000,0,20000,
Hentai MatchUp,2019-08-01,0.99,2,1,1119640,0,20000,
Desktop Kanojo,2020-04-23,2.99,1319,201,1284820,100000,200000,
MageQuit,2019-10-10,14.99,637,26,572220,50000,100000,
Tonight We Riot,2020-05-07,14.99,465,22,290690,0,20000,1.0
My So-called Future Girlfriend,2018-12-10,4.99,218,13,976420,0,20000,4.0
Mystic RUS-files,2019-05-14,3.99,4,2,1060400,0,20000,
Virus Jigglin' Fever,2015-05-05,1.99,3,3,363200,0,20000,
